timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1731765545038,159,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-17,text,true,,498,454,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?market=crypto&interval=15&id=shootStar,159,0,0
1731765545035,162,https://www.tradeoxy.com/_next/static/css/8ed86fb4f9d82b97.css,200,OK,Thread Group 1-21,text,true,,2126,372,30,30,https://www.tradeoxy.com/_next/static/css/8ed86fb4f9d82b97.css,162,0,0
1731765545038,159,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-16,text,true,,498,454,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?market=crypto&interval=15&id=shootStar,159,0,0
1731765545038,161,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-29,text,true,,498,454,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?market=crypto&interval=15&id=shootStar,161,0,0
1731765545036,163,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-15,text,true,,496,450,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?market=stock&interval=15&id=dragDoji,163,0,0
1731765545041,163,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-13,text,true,,496,450,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?market=stock&interval=15&id=dragDoji,163,0,0
1731765545042,187,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-3,text,true,,496,450,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?market=stock&interval=15&id=dragDoji,187,0,0
1731765545085,159,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/strategy/stock/break.json?interval=15&market=stock&id=break,200,OK,Thread Group 1-5,text,true,,444,412,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/strategy/stock/break.json,0,0,0
1731765544986,270,https://api.tradeoxy.com/api/tradeoxy/market/break/all?market=stocks&interval=15,200,OK,Thread Group 1-25,text,true,,986,390,30,30,https://api.tradeoxy.com/api/tradeoxy/market/break/all?market=stocks&interval=15,269,0,0
1731765544990,270,https://api.tradeoxy.com/api/tradeoxy/market/updates,200,OK,Thread Group 1-6,text,true,,954,362,30,30,https://api.tradeoxy.com/api/tradeoxy/market/updates,270,0,0
1731765545144,164,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-12,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765545152,160,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-9,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765545056,271,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,200,OK,Thread Group 1-19,text,true,,986,394,30,30,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,271,0,0
1731765545187,157,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-2,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765545076,268,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,200,OK,Thread Group 1-7,text,true,,986,393,30,30,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,268,0,0
1731765545076,268,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,200,OK,Thread Group 1-27,text,true,,986,393,30,30,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,268,0,0
1731765545198,148,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-17,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765545199,148,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-16,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765545076,271,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,200,OK,Thread Group 1-11,text,true,,986,393,30,30,https://api.tradeoxy.com/api/tradeoxy/market/dragDoji/all?market=stocks&interval=15,271,0,0
1731765545199,150,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json?interval=15&market=crypto&id=shootStar,200,OK,Thread Group 1-29,text,true,,444,416,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/crypto/shootStar.json,0,0,0
1731765545189,160,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/indicator/forex/rsi.json?interval=60&market=forex&id=rsi,200,OK,Thread Group 1-8,text,true,,491,442,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/indicator/forex/rsi.json?market=forex&interval=60&id=rsi,160,0,0
1731765545200,150,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-15,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765545205,150,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-13,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765545230,160,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-3,text,true,,444,414,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json,0,0,0
1731765545123,282,https://api.tradeoxy.com/api/tradeoxy/market/updates,200,OK,Thread Group 1-18,text,true,,954,362,30,30,https://api.tradeoxy.com/api/tradeoxy/market/updates,282,0,0
1731765545257,162,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?interval=15&market=stock&id=dragDoji,200,OK,Thread Group 1-25,text,true,,496,450,30,30,https://www.tradeoxy.com/_next/data/nO2kzwheUD5AotL34lprU/pattern/stock/dragDoji.json?market=stock&interval=15&id=dragDoji,162,0,0
1731765545142,277,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,200,OK,Thread Group 1-26,text,true,,986,394,30,30,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,277,0,0
1731765545141,278,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,200,OK,Thread Group 1-28,text,true,,986,394,30,30,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,278,0,0
1731765545152,269,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,200,OK,Thread Group 1-23,text,true,,986,394,30,30,https://api.tradeoxy.com/api/tradeoxy/market/shootStar/all?market=crypto&interval=15,269,0,0
